state_code,county_code,site_num,parameter_code,poc,latitude,longitude,datum,parameter_name,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,arithmetic_mean,x1st_max_value,x1st_max_hour,aqi,method_code,method_name,local_site_name,address,state_name,county_name,city_name,cbsa_name,date_of_last_change
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-03-13,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-03-19,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-03-25,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-03-31,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-04-06,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-04-12,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-04-18,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-04-24,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-04-30,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-05-06,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-05-12,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-05-18,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-05-24,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-05-30,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-06-17,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-06-23,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-06-29,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-07-05,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-07-11,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-07-17,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-07-24,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-07-29,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-08-04,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-08-10,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-08-16,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-08-22,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-08-28,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-09-03,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-09-09,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-09-15,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-09-21,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-09-27,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-10-03,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-10-09,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-10-15,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-10-21,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-10-27,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-11-02,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-11-08,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-11-20,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-11-26,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-12-02,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-12-08,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-12-14,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43829,4,39.922867,-75.186921,WGS84,"1,2-Dichloropropane",24 HOUR,NA,2023-12-20,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-01-06,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-01-12,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-01-18,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-01-24,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-01-30,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-02-05,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-02-17,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-02-23,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-03-01,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-03-07,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-03-13,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-03-19,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-03-25,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-03-31,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-04-06,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-04-12,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-04-18,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-04-24,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-04-30,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-05-06,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
42,101,0055,43830,4,39.922867,-75.186921,WGS84,"trans-1,3-Dichloropropene",24 HOUR,NA,2023-05-12,Parts per billion Carbon,None,1,100,0,0,0,NA,150,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,Ritner (RIT),24TH & RITNER STREETS,Pennsylvania,Philadelphia,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024-03-28
